job_id,job_title,job_tags,company_address,company_name,company_size,min_salary,max_salary,experiences,industries,languages,frameworks
1400304,Trưởng Phòng Kinh Doanh,"Sales, Quản Lý, Lập Kế Hoạch, Bán Hàng, Kinh Doanh",Hà Nội,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,10-24 nhân viên,,,,,,
1400313,Nhân Viên Kinh Doanh Phần Mềm,"Telesales, Sales, Bán Hàng, Thuyết Phục Khách Hàng, Kinh Doanh, Kinh Doanh Phần Mềm",Hà Nội,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,10-24 nhân viên,,,,,,
1344090,Senior Full Stack Developer,,Hồ Chí Minh,Công Ty TNHH Công Nghệ Và Truyền Thông Z Agency,10-24 nhân viên,,,4,Web-Full,JS,"NodeJS,ExpressJS,NextJS,ReactJS"
273081,Nhân Viên Phân Tích Nghiệp Vụ Triển Khai Phần Mềm,,Hà Nội,Công ty cổ phần BDA.SC,25-99 nhân viên,9,12,,BA,,
1362865,Front End Developer (TypeScript/Vue 3),"HTML5, Javascript, CSS3, VueJS, CSS, HTML, Front End",Hà Nội,Công ty TNHH Phần mềm iNET,25-99 nhân viên,12,15,1,Web-Front,JS,VueJS
1400264,Trưởng Phòng Kỹ Thuật,,Hà Nội,Công ty TNHH Thương mại điện tử Bảo Giang,10-24 nhân viên,18,25,,,,
1400316,"Nhân Viên IT Bảo Hành, Sửa Chữa Máy Tính",,Hà Nội,Công ty cổ phần công nghệ TechWall,10-24 nhân viên,10,12,,,,
1399196,Nhân Viên Kinh Doanh Phần Mềm,"Kinh Doanh, Kinh Doanh Phần Mềm, ",Hồ Chí Minh,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ VÀ TRUYỀN THÔNG E.Q,100-499 nhân viên,9,15,,,,
1400457,Nhân Viên Kiểm Thử - Tester,"Kiểm Thử, ",Hà Nội,Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam,25-99 nhân viên,8,12,,Tester,,
876610,Data Engineer,,Hà Nội,Công ty TNHH Giải pháp và Phân tích dữ liệu Insight Data,25-99 nhân viên,,,,DE,,
1400258,Nhân Viên Content Performance Marketing,"Photoshop, Marketing, Content Marketing, Edit Video",Hồ Chí Minh,CÔNG TY TNHH QUÀ TẶNG PHA LÊ,25-99 nhân viên,8,10,,,,
1363732,Database Administrator,"Linux, MongoDB, MySQL, Oracle, Database, Csdl",Hà Nội,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG GTEL,100-499 nhân viên,,,,DE,,
1076138,Nhân Viên Kỹ Thuật Viễn Thông,,Hà Nội,Công ty Cổ phần viễn thông FPT,5000+ nhân viên,8,20,,,,
1400547,Cộng Tác Viên Vẽ Nhân Vật Moho,"Photoshop, Moho/ After Effect, ",Toàn Quốc,CÔNG TY TNHH CÔNG NGHỆ & ĐÀO TẠO KAI GROUP,1-9 nhân viên,,,,,,
909776,Nhân Viên Quản Trị Hệ Thống,,Hà Nội,Công ty cổ phần đầu tư và công nghệ mascom,25-99 nhân viên,,12,,,,
1400705,Python Developer,"Django, Python, ReactJS, Intermedidate English, Flask",Hà Nội,Công ty TNHH SETA international Việt Nam,100-499 nhân viên,,,3,Web-Back,"Python,JS","Django,Flask,Pyramid,NodeJS,ReactJS"
1400460,Nhân Viên Kỹ Thuật,"CCNA, Công Nghệ Thông Tin, ",Hà Nội,CÔNG TY CỔ PHẦN AD.TEK,25-99 nhân viên,13,18,,,,
1400735,Nhân Viên Tiếng Hàn,"Biên phiên dịch tiếng Hàn, Tiếng Hàn, Tiếng Hàn Quốc, Tiếng Hàn Giao Tiếp",Đà Nẵng,Công ty TNHH DXPLUS,1-9 nhân viên,,,,,,
1400560,DevOps Engineer (CMC Cloud),,Hà Nội,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,500-1000 nhân viên,30,40,,DevOps,,
1167453,Senior Account Manager (BFSI),,Hà Nội,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,500-1000 nhân viên,,,,,,
1400444,Flutter Engineer (English Fluency),,Hà Nội,Sun* Inc. (Sun Asterisk Inc.),1000+ nhân viên,,,3,Mobile,Dart,Flutter
1400887,Nhân Viên Bán Hàng (CP37),,Khánh Hoà,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ PHONG VŨ,500-1000 nhân viên,7,15,,,,
1031175,Chuyên Viên IT,,Đồng Nai,CÔNG TY TNHH DAEYEONG VINA,100-499 nhân viên,,,,,,
1188545,Thực Tập Kỹ Sư Lập Trình Embedded/IoT,"C++, Socket.io, ",Hà Nội,Công ty cổ phần phần mềm nhúng NATA,10-24 nhân viên,,,,,,
1400733,Android Developer (Kotlin),"Android, Kotlin, ",Hà Nội,Công ty TNHH Novus Fintech,100-499 nhân viên,20,30,3,Android,Kotlin,
791307,Lập Trình Viên .Net,,Hồ Chí Minh,CÔNG TY CỔ PHẦN VINOVA HCM,100-499 nhân viên,20,40,3,Web-Back,"C,C#",".NET Framework,ASP.NET"
1400999,Data Scientist,"Python, Power BI, Tableu, ",Hà Nội,Viettel Digital,500-1000 nhân viên,,,,DE,,
1401018,AI Engineer,"Python, Lập Trình, Tableu, ",Hà Nội,Viettel Digital,500-1000 nhân viên,,,,AIE,,
1400875,Middle/Senior Frontend Developer English Speaking,,Hà Nội,Newwave Solutions JSC,100-499 nhân viên,25,45,2,Web-Front,JS,
1400903,Middle Java Developer (Chấm Công Linh Động),,Hà Nội,Newwave Solutions JSC,100-499 nhân viên,15,25,3,Web-Back,"Java,JS","SpringBoot,VueJS"
1400604,Business Analyst (N2),,Hà Nội,Công Ty Cổ Phần Công Nghệ VMO Holdings,1000+ nhân viên,,,,BA,,
1229152,Backend Developer,,Hà Nội,CÔNG TY CỔ PHẦN PIONERO,25-99 nhân viên,20,45,3,Web-Back,"JS,PHP,Go,Python",NodeJS
1398429,UX Designer,"Sketch, Figma, Research, Prototype, Adobe XD, wireframe",Hồ Chí Minh,CÔNG TY TNHH ADROIT TECHNOLOGIES,10-24 nhân viên,,,,,,
1400893,Middle/Senior QA Tester (Thời Gian Linh Động),,Hà Nội,Newwave Solutions JSC,100-499 nhân viên,16,30,4,QA,,
1400909,Middle/Senior BrSE Japan (Kỹ Sư Cầu Nối Base Tech),,Hà Nội,Newwave Solutions JSC,100-499 nhân viên,35,65,,,,
1400485,"Project Manager (Tài Chính, Viễn Thông, ERP)",,Hà Nội,Viettel Software,500-1000 nhân viên,,,3,Manager,,
1400760,Business Data Analyst,,Hà Nội,Viettel Software,500-1000 nhân viên,,22,,BA,,
1400625,Trưởng Nhóm Kinh Doanh,"Sales, Quản Lý, Sale, Quản Lý Đội Nhóm, Chăm Sóc Khách Hàng, Bán Hàng, Kinh Doanh, Quản Trị Kinh Doanh",Hồ Chí Minh,CÔNG TY TNHH SBMEDIA,25-99 nhân viên,12,30,,,,
1400491,Kỹ Sư Tự Động Hóa (PE AE),,Vĩnh Phúc,VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN BPO MẮT BÃO TẠI BẮC NINH,1000+ nhân viên,,,,,,
1400718,Trưởng Phòng Triển Khai Phần Mềm,"ERP, ERP Software, Warehouse, quản ý vận hành kho, Tech Support",Bình Dương,Sendo Technology JSC,100-499 nhân viên,,,,,,
1279810,Lập Trình Viên SQL,,Hà Nội,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),1000+ nhân viên,,,,,,
1400742,Senior QC,"API Testing, Manual Testing, unit test, Test Web App, Test Performance, Tiếng Anh giao tiếp",Hồ Chí Minh,WATA SOFTWARE,25-99 nhân viên,,,4,QA,,
1400422,Cộng Tác Viên IT,"IT system, IT phần cứng, ",Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ,500-1000 nhân viên,5,,,,,
1349060,Quản Lý Dự Án (Project Manager),,Hà Nội,Công ty TNHH Lisod Việt Nam,25-99 nhân viên,,,1,Manager,,
1350240,Business Analyst (Phần Mềm),,Hà Nội,Công ty TNHH Lisod Việt Nam,25-99 nhân viên,,,2,BA,,
1400220,Senior Back End Developer,".NET, Backend Developer, ",Hồ Chí Minh,CÔNG TY TNHH MTV HIẾU BẢO NAM,1-9 nhân viên,,,5,Web-Back,C#,.NET Framework
1400263,Senior Front End Developer,,Hồ Chí Minh,CÔNG TY TNHH MTV HIẾU BẢO NAM,1-9 nhân viên,,,5,Web-Front,JS,ReactJS
1316621,NodeJS Developer (Mid - Sen),"Agile, Javascript, MongoDB, TypeScript",Hồ Chí Minh,CÔNG TY CỔ PHẦN EDUVATOR,100-499 nhân viên,20,,2,Web-Back,JS,NodeJS
1400947,Middle Tester/Nhân Viên Kiểm Thử Lĩnh Vực Giáo Dục,,Hà Nội,CÔNG TY TNHH FIVE-STAR E-LEARNING,25-99 nhân viên,15,18,3,Tester,,
1401059,Senior Game Developer,"C#, C++, Java, Python, Flutter",Hồ Chí Minh,CÔNG TY TNHH CÔNG NGHỆ VIO,25-99 nhân viên,25,30,3,GD,"CPP,C#,Java,Python,Dart","Unity,Flutter,Unreal"
1400308,Sale IT Tiếng Hàn,"Sale, Korean Languague, ",Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC F8,25-99 nhân viên,8,,,,,
1401106,Kỹ Sư Giải Pháp (Team Leader Java),,Hà Nội,Công ty cổ phần công nghệ DTT,25-99 nhân viên,,,,,,
263505,Game Designer,,Hà Nội,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,100-499 nhân viên,,40,,,,
1400965,Techlead (PHP),"NodeJS, PHP, AWS, Front-end",Hà Nội,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,100-499 nhân viên,40,65,5,Manager,,
1399914,Front-End Developer,"Javascript, ReactJS, ",Hà Nội,Công ty TNHH Thu phí tự động VETC,500-1000 nhân viên,25,45,3,Web-Front,JS,ReactJS
1329297,.Net Developer Từ 4YOE (English_Remote),,Hà Nội,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,100-499 nhân viên,,50,4,Software,C#,.NET Framework
1398791,Middle Backend Ruby On Rails,,Hà Nội,Công ty TNHH Bunbu,25-99 nhân viên,21,27,3,Web-Back,Ruby,ROR
1401370,Officer - Software Engineering - Techcombank Quận 1 - Hồ Chí Minh,,Hồ Chí Minh,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,10000+ nhân viên,,,2,Software,"Java,C#",.NET Framework
1401363,Senior Frontend Web Developer - Techcombank Quận 1 - Hồ Chí Minh,,Hồ Chí Minh,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,10000+ nhân viên,,,4,Web-Front,JS,
1400340,Nhân Viên Kinh Doanh ICT,"Excel, Tin học văn phòng, Sale, Chăm Sóc Khách Hàng, Bán Hàng, Thuyết Phục Khách Hàng, Kinh Doanh",Hồ Chí Minh,CÔNG TY TNHH VI TÍNH NGUYÊN KIM,100-499 nhân viên,8,9,,,,
1206456,Fresher Monetization,,Hà Nội,Công ty Cổ phần Ahiho,10-24 nhân viên,,,,,,
1400511,Tester (Tiếng Nhật),,Hà Nội,Công ty TNHH Kiaisoft Việt Nam,100-499 nhân viên,,30,,,,
1394056,Intern OutSystems,"Tiếng Anh giao tiếp, Ngoại Ngữ, ",Hà Nội,Công ty Cổ phần VTI,1000+ nhân viên,,,,,,
1397565,Nhân Viên Kỹ Thuật Hội Nghị Hội Thảo,"Sửa Chữa Thiết Bị, - Kỹ năng tổ chức và giám sát công việc, Giám Sát Kỹ Thuật, + Khả năng chịu áp lực tốt, có tinh thần cầu tiến., Kỹ Thuật hình ảnh, ánh sáng, □ Có tinh thần trách nhiệm cao với công việc  □ Chịu được áp lực công việc □ Tin học văn phòng cơ bản",Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN VÀ PHÁT TRIỂN SAO KHUÊ,25-99 nhân viên,8,10,,,,
1350814,Chuyên Viên Kiểm Thử Phần Mềm (Tester),"Tester, Kiểm Thử, Testing, Test API, Agile, test plan, Lập Kế Hoạch",Hà Nội,Công ty Cổ phần 1OFFICE,100-499 nhân viên,,,2,Tester,,
1321565,Kỹ Sư Cầu Nối (BrSE),"Tiếng Nhật N2 - N1, ",Hà Nội,Công ty TNHH Co-well Châu Á,500-1000 nhân viên,,,,,,
1401362,Customer Success,,Hồ Chí Minh,CÔNG TY TNHH CÔNG NGHỆ CLOUDGO,25-99 nhân viên,,,,,,
1400034,Cộng Tác Viên Sale Marketing Online,"Facebook Ads, Ads Tiktok, Marketing Youtube, Truyền Thông Tiktok, Content Creator Tiktok, Quay Dựng Tiktok, Sales Marketing, sales and marketing, sale manager, Sales Digital Marketing",Hồ Chí Minh,CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,10-24 nhân viên,20,50,,,,
1363782,Thực Tập Sinh Ngành IT,,Hồ Chí Minh,CÔNG TY TNHH TM & DV NINA,500-1000 nhân viên,7,15,,,,
1400470,.Net Developer,,Hồ Chí Minh,Công ty Cổ phần viễn thông FPT,5000+ nhân viên,15,40,,Web-Back,C#,.NET Framework
1400528,Lập Trình Viên PHP (Middle/Senior),"Laravel, PHP, AWS, infrastructure, VueJS, ReactJS",Hà Nội,Công ty TNHH Kiaisoft Việt Nam,100-499 nhân viên,22,40,4,Web-Back,"PHP,JS","VueJS,ReactJS,NodeJS,Laravel,CakePHP,Yii"
1400554,IT Comtor (Tiếng Nhật),,Hà Nội,Công ty TNHH Kiaisoft Việt Nam,100-499 nhân viên,17,25,,,,
1399898,Quản Trị Server,"MySQL, PostgreSQL, Quản Trị Hệ Thống, ",Hồ Chí Minh,Công ty Cổ phần Vietnam Booking,25-99 nhân viên,13,15,3,System,,
1263252,Business Development,,Hà Nội,CÔNG TY CỔ PHẦN LUKLAK,10-24 nhân viên,,,,,,
1316245,Nhân Viên IE - Tiếng Trung,"Tiếng Trung, Thiết kế đồ họa, ",Bình Dương,Công Ty TNHH Công Nghệ Wonder Work Việt Nam,100-499 nhân viên,15,18,,,,
1401078,Solution Architect (Giải Pháp Kiến Trúc),"Java, Design System, Technical Architect, ",Hà Nội,Viettel Digital,500-1000 nhân viên,,,,,,
1224167,Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,25-99 nhân viên,,,2,DE,,
1401103,Lập Trình Viên PHP,,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,100-499 nhân viên,10,20,,Web-Back,"PHP,JS","Laravel,NestJS"
1401407,Fresher Business Development (Offer Hấp Dẫn),"Word, Excel, Market Research, ",Hà Nội,CÔNG TY CỔ PHẦN POWERGATE SOFTWARE,100-499 nhân viên,7,10,,,,
1400309,Sales IT Tiếng Hàn,"Sales, Korean Languague, ",Hà Nội,CÔNG TY TNHH GITS,25-99 nhân viên,8,,,,,
1399903,Java Developer,"Java, Finance, ",Hồ Chí Minh,CÔNG TY TNHH GITS,25-99 nhân viên,20,,3,Web-Back,"Java,C#","SpringBoot,.NET Framework"
591679,SEO Leader,"HTML5, Thuyết trình, Kỹ năng phỏng vấn, ",Hồ Chí Minh,Công ty TNHH TM & Truyền Thông Vũ Long,10-24 nhân viên,,,,,,
1401463,Leader Tester (QA QC),"Tester, test plan, tester leader, ",Hồ Chí Minh,Công ty TNHH Dịch Vụ Sửa Chữa Điện Thoại Vui,100-499 nhân viên,25,36,1,QA,,
1401455,Junior/Senior Tester (Kiểm Thử Phần Mềm),"Tester, Kiểm Thử, Manual Tester, ",Hồ Chí Minh,Công ty TNHH Dịch Vụ Sửa Chữa Điện Thoại Vui,100-499 nhân viên,15,30,3,Tester,,
1400935,C++ Developer (Windows Application Developer),"C++, MySQL, Database, Software Engineering, applications, Software Developer",Hồ Chí Minh,CÔNG TY TNHH ILLUMINUS.AI,10-24 nhân viên,,27,2,Software,CPP,
1396391,Senior People Operations (On-Site),"labor law, Compensation, Employee Relations, ","Miền Nam, Hồ Chí Minh",NIMBLE VIETNAM LIMITED LIABILITY COMPANY,25-99 nhân viên,,,,,,
1118402,PHP Developer,,Hà Nội,Công ty CP Phần mềm MOR,100-499 nhân viên,,30,3,Web-Back,"PHP,JS","Laravel,ReactJS,NodeJS"
1401386,Senior .NET Developer,,Hồ Chí Minh,IMT SOLUTIONS CORP,100-499 nhân viên,,,4,Web-Back,C#,".NET Framework,Entity Framework"
1344818,Java Developer,,Hà Nội,Công ty TNHH Infoplus,25-99 nhân viên,,40,3,Web-Back,Java,SpringBoot
1396345,Senior Or Lead - UX/UI Designer,"UX/UI Design, UX, UI/UX, ","Miền Nam, Hồ Chí Minh",NIMBLE VIETNAM LIMITED LIABILITY COMPANY,25-99 nhân viên,35,70,,,,
1396376,Talent Acquisition - Senior Or Lead,"IT Recruitment, ",Miền Nam & 2 nơi khác,NIMBLE VIETNAM LIMITED LIABILITY COMPANY,25-99 nhân viên,,,,,,
1399364,Java Developer,,Hồ Chí Minh,CÔNG TY TNHH AYASAN VIỆT NAM,10-24 nhân viên,,,3,Web-Back,"Java,JS","SpringBoot,Hibernate"
1401267,Lập Trình Viên .NET,,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,100-499 nhân viên,25,30,4,Software,C#,.NET Framework
1401271,Chuyên Viên Kiểm Thử (Automation Tester),,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,100-499 nhân viên,24,27,4,Tester,,
1401274,Automation Tester (Dự Án Banking),,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,100-499 nhân viên,24,27,4,Tester,,
1170392,Phó Phòng Công Nghệ Thông Tin & Hạ Tầng,,Hà Nội,Tập Đoàn Vàng Bạc Đá Quý DOJI,1000+ nhân viên,35,50,,,,
1401283,Data Engineer,,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,100-499 nhân viên,15,27,2,DE,"Python,Java,Scala,C#",
1401529,Lập Trình Viên Java / Java Dev,,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOPEN VIỆT NAM,25-99 nhân viên,,,2,Web-Back,"Java,JS","AngularJS,ReactJS,VueJS,SpringBoot,Hibernate,NextJS,NuxtJS"
402618,UI/ UX App Designer,"Designer, Photoshop, UX/UI Design, Adobe Photoshop, Adobe Illustrator, Figma",Hà Nội,Công ty Phát triển giải pháp và Công nghệ thông tin Việt Nam,25-99 nhân viên,9,17,,,,
908247,Thực Tập Sinh App Designer (UI/ UX),"Android, Designer, iOS, Figma, UI/UX",Hà Nội,Công ty Phát triển giải pháp và Công nghệ thông tin Việt Nam,25-99 nhân viên,3,5,,,,
1297596,Reactjs Developer,,Hà Nội,FPT Software,10000+ nhân viên,,,5,Web-Front,JS,ReactJS
1294568,Java Developer,,Hà Nội,FPT Software,10000+ nhân viên,,,5,Web-Back,Java,"SpringBoot,Hibernate"
1297567,Devops Engineer,,"Hà Nội, Hồ Chí Minh",FPT Software,10000+ nhân viên,,,5,DevOps,"Python,Bash",
1310052,C#.NET Developer,,Hà Nội,FPT Software,10000+ nhân viên,,,,Web-Back,C#,.NET Framework
1401466,Lập Trình Viên Golang (Nghỉ T7 & CN),"Làm việc độc lập, Làm việc nhóm, Nghiên cứu, ",Hà Nội,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam,10-24 nhân viên,15,40,3,Web-Back,"Go,JS","VueJS,ReactJS,AngularJS"
1401488,Data Analyst (Nhân Viên Phân Tích Dữ Liệu),,Hà Nội,Công ty cổ phần công nghệ Suga,25-99 nhân viên,,,1,DE,Python,
1017839,Nhân Viên Ba,,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,25-99 nhân viên,8,15,1,BA,,
1364747,Nhân Viên Kinh Doanh Không Yêu Cầu Kinh Nghiệm,,Hà Nội,CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI PHÁP TRỰC TUYẾN LEADSGEN,25-99 nhân viên,8,50,,,,
1400270,Trưởng Phòng Kinh Doanh Phân Phối Máy Tính,,Miền Bắc,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,100-499 nhân viên,30,40,,,,
1312409,Nhân Viên Triển Khai,"Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng Thuyết phục, Sales","Hà Nội, Hồ Chí Minh",Công ty Cổ phần Công nghệ Tài chính DCV,25-99 nhân viên,8,10,,,,
1297115,Middle Tester,"Tester, test cases, ",Hà Nội,2NF Software,100-499 nhân viên,15,25,4,Tester,,
1296464,Middle Tester (Manual Tester),,Hà Nội,Công ty TNHH phần mềm 2NF,100-499 nhân viên,15,25,4,Tester,,
1291309,"Data Engineer [Hà Nội] - Thu Nhập Cạnh Tranh, Nhiều Đãi Ngộ Hấp Dẫn","Python, SQL, Database, Core Data, Big Data, Data Backup Solutions",Hà Nội,AMIGO,100-499 nhân viên,,,,DE,,
1297142,Nhân Viên Kiểm Thử Phần Mềm (Tester),"Tester, test cases, ",Hà Nội,Công ty TNHH phần mềm 2NF,100-499 nhân viên,15,25,3,Tester,,
1400370,Business Development,,Hồ Chí Minh,Công Ty TNHH Mediastep Software Việt Nam,500-1000 nhân viên,20,50,,,,
919440,Nhân Viên Quản Trị Hệ Thống,,Hà Nội,Công ty cổ phần Cổ phần Giải pháp Quốc Tế IDDI,25-99 nhân viên,,15,,System,,
1401318,Content Editor Intern/ Học Việc,"Content Writer, Thiết Kế, Khả năng viết lách, SEO, Tiếng Anh đọc hiểu",Hồ Chí Minh,CÔNG TY TNHH TM DV GTV SEO,25-99 nhân viên,0.5,3.5,,,,
1399791,Junior CS-CART Developer E-Commerce,"PHP, cs-cart, Back-End Web Development, ecommerce",Hồ Chí Minh,"CHUSVN CO., LTD",25-99 nhân viên,,,,,,
1401699,Nhân Viên Triển Khai Dịch Vụ Thiết Kế Website,,Hồ Chí Minh,Công ty cổ phần Công nghệ Haravan,100-499 nhân viên,,,,,,
1357320,Kỹ Sư Cầu Nối-N2,,Hà Nội,Công ty TNHH BlueOC Tech,25-99 nhân viên,,,,,,
1401496,QC Engineer (Manual Test),,Hồ Chí Minh,Nichietsu,25-99 nhân viên,,,3,QA,,
1401779,Backend Developer,"C#, Git, Linux, MS SQL, MySQL, Oracle, PostgreSQL, SVN, Jira, Python, C/C++",Hồ Chí Minh,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO ALTISSS,25-99 nhân viên,,,,Web-Back,"C#,Python,C,CPP",
1401790,Front End Developer,,Hồ Chí Minh,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO ALTISSS,25-99 nhân viên,,,1,Web-Front,JS,"React Native,ReactJS"
791300,Lập Trình Viên Nodejs,,Hà Nội & 2 nơi khác,CÔNG TY CỔ PHẦN VINOVA HCM,100-499 nhân viên,25,40,4,Web-Back,JS,"NodeJS,Express,StrongLoop"
1401666,Data Engineer (Mid/Senior),,Hà Nội,CÔNG TY CỔ PHẦN CHỨNG KHOÁN DSC,100-499 nhân viên,,,4,DE,"Python,Scala,R,Java",
1401821,AI Engineer (Computer Vision),"AI, English, Research, Computer Vision, Engineer",Hà Nội,Công ty Cổ phần VinBigData,100-499 nhân viên,,,3,AIE,"Python,Java,CPP",
928281,Developer,,Hồ Chí Minh,CHIPS JSC,10-24 nhân viên,,,,Web-Full,"Python,JS","AngularJS,NodeJS"
1401812,Nhân Viên IT Phần Mềm,,Thanh Hoá,CÔNG TY TNHH TM&XD HOÀNG KHẢI,25-99 nhân viên,,,,,,
1366149,Kỹ Sư Phần Mềm Sơ Cấp (Fresher),"C#, C++, Java, Python, Swift, Kỹ năng giao tiếp, Làm việc nhóm",Hồ Chí Minh,Công ty TNHH HF CORPORATION,10-24 nhân viên,8,15,,Software,"C,CPP,Python,C#,Java",
1402055,Chuyên Viên CopyWriter (MKT Inbound),,Hà Nội,Công ty cổ phần Công nghệ Sapo,1000+ nhân viên,10,15,,,,
1079483,Thực Tập Sinh IT Support (Fulltime),,Hà Nội,CÔNG TY CỔ PHẦN TECHASIANS, nhân viên,,3,,,,
1401694,Thực Tập Sinh IT Helpdesk,,Hà Nội,Công ty CP Nghiên cứu và phát triển Fabbi,100-499 nhân viên,,,,Helpdesk,,
1382798,Front-End Developer,"Blockchain, Crypto, Web3, Game, Web3JS",Hồ Chí Minh,Công ty cổ phần Techcom Blockchain,25-99 nhân viên,20,25,2,Web-Front,JS,"ReactJS,NextJS"
1401878,Chuyên Viên Quản Trị Dữ Liệu Oracle,"Oracle, ",Hà Nội,Công ty cổ phần chứng khoán FPT,100-499 nhân viên,,,,DE,,
1008135,Kỹ Sư Lập Trình Nhúng C/C++,"C++, AI, Tensorflow, Pytorch",Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,100-499 nhân viên,,,,,,
1171870,Product Development - Phát Triển Sản Phẩm,"Kỹ năng giao tiếp, Thuyết trình, Nghiên cứu, ",Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,100-499 nhân viên,,,,,,
1401901,Full Stack Developer (Japanese),,Hồ Chí Minh,TMA Solutions,3000+ nhân viên,15,35,2,Web-Full,JS,"AngularJS,ReactJS,NodeJS"
1276754,Kỹ Sư Triển Khai Hệ Thống (System Engineer),"Java, MySQL, Oracle, Redis, kafka, VMWare, Linux, Docker, LAN, WAN, IBM HTTP Server, CCNA, Windows",Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,100-499 nhân viên,,,,,,
1401701,Marketing Intern (Product),,Hà Nội,ICETEA LABS,100-499 nhân viên,,4,,,,
1402344,Technical Leader (Java),"Java, Technical Leader, ",Hồ Chí Minh,FPT Software,10000+ nhân viên,,,,,,
1402155,Technical Support (Sân Bay Quốc Tế Nội Bài),,"Miền Bắc, Hà Nội",LOTTE DATA COMMUNICATION VIETNAM,100-499 nhân viên,,15,,,,
1401860,Nhân Viên Thiết Kế Đồ Họa Game 3D - Đi Làm Ngay,,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,10-24 nhân viên,10,25,,,,
1262987,On Job Training Tester,"Tiếng Anh giao tiếp, Manual Testing, ",Hà Nội,FPT Software,10000+ nhân viên,5,7,,,,
1402328,Nhân Viên Xử Lí Dữ Liệu Tiếng Nhật,"Excel, Tin học văn phòng, ",Hồ Chí Minh,Công ty TNHH MTV Vision Việt Nam,25-99 nhân viên,9,11,,,,
1402388,Technical Solution Engineer (IT Hardware/ Network),,Hà Nội,Công ty Cổ phần Quốc tế Telehouse Việt nam,10-24 nhân viên,,,,,,
1364316,Chuyên Viên Vận Hành Hệ Thống,,Hà Nội,Công Ty Cổ Phần Truyền Thông GAPIT,100-499 nhân viên,25,35,,,,
1400214,Tester,,Hà Nội,Công ty Cổ phần Trí tuệ nhân tạo Taureau (TAUREAU.AI),10-24 nhân viên,,,,Tester,,
1402299,IT Tester,"Tester, test cases, test plan, QA",Nghệ An,SIMPLIFIED TECHNOLOGY,10-24 nhân viên,8,12,2,Tester,,
1250813,Business Analyst (Japanese N2),"Tiếng Nhật N2, ",Hồ Chí Minh,FPT Software,10000+ nhân viên,,,2,BA,,
1250819,Project Manager (Japanese N2),"Tiếng Nhật N2, Tiếng Anh, ",Hồ Chí Minh,FPT Software,10000+ nhân viên,,,5,Manager,,
1051751,Thực Tập Sinh Kinh Doanh B2B Sản Phẩm Công Nghệ,,Hà Nội,Công ty Cổ phần C- Group Global,25-99 nhân viên,2,5,,,,
1402472,Tester,,Hà Nội,Công ty Cổ phần Kaopiz Software,25-99 nhân viên,,,3,Tester,,
