job_id,job_title,job_tags,company_address,company_name,company_size,min_salary,max_salary,experiences,industries,languages,frameworks
1398181,Wordpress Developer,"CSS, HTML, MySQL, PHP, Javascript Framework, Wordpress",Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BAVAAN,25-99 nhân viên,,,2,Web-Back,PHP,Wordpress
1397636,Kỹ Sư Hệ Thống,"Quản Trị Mạng, Quản Trị Hệ Thống, ",Hà Nội,Công ty Cổ phần Ứng dụng Khoa học và Công nghệ MITEC,100-499 nhân viên,17,30,,System,,
1398002,Thực Tập Sinh QA,"Tin học văn phòng, ",Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,100-499 nhân viên,,,,QA,,
743771,Lập Trình Viên C#,,Hải Phòng,Công ty TNHH HKTM VINA,100-499 nhân viên,14,,,Software,"C#,VB,CPP",
1398310,Chuyên Viên Kiểm Thử,"SQL, API, ",Hà Nội,Công ty TNHH Giải pháp và Phân tích dữ liệu Insight Data,25-99 nhân viên,,,1,Tester,,
1397211,Fullstack Nodejs Developer 2 Exp,"NodeJS, ReactJS, ExpressJS, NextJS, Docker, CI/CD",Hà Nội,Công ty TNHH Printway,100-499 nhân viên,12,20,2,Web-Full,JS,"NodeJS,ReactJS,ExpressJS,NextJS"
1397658,Tester,"Kiểm Thử, phân tích yêu cầu, Test Case, Manual Test",Hà Nội,Công ty TNHH TabTab Việt Nam,10-24 nhân viên,6,9,1,Tester,,
1396399,Nhân Viên Seo Website,,Hà Nội,CÔNG TY TNHH MÁY TÍNH VÀ VIỄN THÔNG AN KHANG,25-99 nhân viên,9,11,,,,
1396292,Kỹ Sư Phần Mềm,"Visual Studio, Thiết Kế, Lập Trình, ",Bắc Ninh,CÔNG TY TNHH SEOJIN VINA,10000+ nhân viên,,,1,Software,,
1396012,Quản Lý Đào Tạo&Vận Hành,,Hà Nội,CÔNG TY CỔ PHẦN CLEVERADS, nhân viên,20,22,,,,
1298270,Nhân Viên IT Support Phần Cứng (IT Helpdesk),,Hà Nội,Bệnh viện Thẩm mỹ Kangnam,500-1000 nhân viên,10,12,,Helpdesk,,
1397524,Middle-Senior BA Parttime,,Hà Nội,CÔNG TY CỔ PHẦN NUY CORP,25-99 nhân viên,6,8,3,BA,,
1397125,Nhân Viên Bảo Trì Và Vận Hành,,Hồ Chí Minh,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN XANH,25-99 nhân viên,5,7,,,,
1398355,Thực Tập Sinh Lập Trình Android,,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN SMAC VIỆT NAM,25-99 nhân viên,,1.5,,Mobile,"Java,Kotlin",
1398114,"Lập Trình Viên .Net (.Net, .Net Core, Asp.Net, C#)",,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ DAPTECH,100-499 nhân viên,20,40,,Software,C#,".NET Framework,ASP.NET"
1398252,Senior Java,,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ HIVETECH VIỆT NAM,25-99 nhân viên,,40,5,Web-Back,Java,
1398247,Data Analyst,"SQL, Phân tích dữ liệu, ",Hà Nội,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,10000+ nhân viên,,,,DE,,
1127505,Business Development (Korea Market),"Sales, Business Development, Communication, ",Hà Nội,Công ty CP Phần mềm MOR,100-499 nhân viên,,15,,,,
1397904,Chuyên Viên IT Vận Hành Ứng Dụng (Thời Vụ 6 Tháng),,Hồ Chí Minh,CÔNG TY CỔ PHẦN MASAN MEATLIFE,1000+ nhân viên,,,,,,
906931,Python Odoo Developer,,Hà Nội,Công Ty Cổ Phần Công Nghệ VMO Holdings,1000+ nhân viên,,35,3,Web-Back,"Python,JS",Odoo
1398389,Junior UX/UI Designer,"Photoshop, Adobe Photoshop, Figma, Unity, Adobe Photoshop, Figma",Hồ Chí Minh,Công ty Cổ phần EZ Technology,25-99 nhân viên,,,,,,
1331769,Bridge Software Engineer,,Hà Nội,"TECHVIFY SOFTWARE., JSC",100-499 nhân viên,,,,,,
1346212,Lập Trình Viên Fullstack - Đi Làm Luôn,,Hà Nội,Công ty cổ phần ICORP,25-99 nhân viên,10,25,,Web-Full,JS,"ReactJS,AngularJS,NodeJS,ExpressJS"
1356162,Quản Lý Giải Pháp (Thu Nhập Hấp Dẫn),,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ VVT,100-499 nhân viên,,,,,,
1395841,Chuyên Viên Quan Hệ Khách Hàng - Account Manager,"Marketing, Sales, Kinh Doanh, Quan Hệ Khách Hàng, Thuyết Phục Khách Hàng, Quản Trị Kinh Doanh",Hồ Chí Minh,CÔNG TY CỔ PHẦN WORKIT,25-99 nhân viên,,,,,,
1356846,Nhân Viên Kỹ Thuật Máy Văn Phòng,,Nghệ An,CÔNG TY CỔ PHẦN THUONG MẠI VÀ DỊCH VỤ NGỌC HÀ,500-1000 nhân viên,8,,,,,
1396990,Nhân Viên IT - IT Helpdesk,,Hà Nội,CTCP Tập đoàn Phượng Hoàng Xanh A&A,1000+ nhân viên,12,15,,Helpdesk,,
1397261,Nhân Viên Lập Trình C#,"C#, SQL Server, LinQ, ",Tây Ninh,CÔNG TY TNHH XIANG JIANG GROUP (VN),500-1000 nhân viên,12,18,1,Software,C#,.NET Framework
1214875,Android Developer (Kotlin/ Java),"Java, Kotlin, Mobile Development, ",Hà Nội,LIFESUP,100-499 nhân viên,10,20,1,Mobile,"Java,Kotlin",
1151904,AI Engineer 1 EXP,,Hà Nội,LIFESUP,100-499 nhân viên,10,17,1,AIE,"C#,Java,Python",
1398243,Business Analyst (BA),,Hà Nội,Công ty CP Công nghệ phần mềm và nội dung số OSP,100-499 nhân viên,,,,BA,,
1181271,Unity 3D Developer,,Hà Nội,Công ty Cổ phần Công nghệ phần mềm và quảng cáo trực tuyến MegaAds,100-499 nhân viên,20,25,2,GD,C#,Unity
1213044,"ReactJS, NextJs Developer","CSS, HTML, REST API, TypeScript, ReactJS",Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,100-499 nhân viên,10,20,1,Web-Full,JS,"REactJS,NextJS"
1398292,Nhân Viên Chăm Sóc Khách Hàng,,Hà Nội,Công ty Cổ phần Công nghệ SAVIS,100-499 nhân viên,6,10,,,,
1397356,Chuyên Viên Phát Triển Đối Tác B2B,"Tiếng Anh giao tiếp, Bán Hàng, Kinh Doanh, Phát Triển Đối Tác, Vi Tính Văn Phòng",Hà Nội,FPT IS,5000+ nhân viên,,,,,,
1336187,Nhân Viên Hồ Sơ Thầu,,Hà Nội,CÔNG TY CỔ PHẦN ICORP,25-99 nhân viên,8,12,,,,
1398027,Product Owner (Fintech),,Hà Nội,BUFF FINTECH,10-24 nhân viên,,25,2,Manager,,
1398085,Quản Trị Hệ Thống (System Admin),,Hà Nội,Tổng Công ty Cổ phần Công trình Viettel,10000+ nhân viên,20,25,,System,,
1398510,Nhân Viên Hạ Tầng Công Nghệ Thông Tin (IT Support),,Hà Nội,Tổng Công ty Cổ phần Công trình Viettel,10000+ nhân viên,18,20,1,System,,
1398019,Flutter Developer,,Hồ Chí Minh,Nichietsu,25-99 nhân viên,20,40,3,Mobile,Dart,Flutter
1398391,Junior IOS Developer_Từ 1-2 Năm Kinh Nghiệm,"iOS, Objective-C, Swift, UIKit",Hà Nội,Apero Technologies Group,100-499 nhân viên,12,25,1,Mobile,"Swift,Object-C",
1354018,Chuyên Viên Designer (Mức Lương Hấp Dẫn Từ 12 - 18 Triệu),"Adobe Photoshop, Thiết kế đồ họa, ",Hà Nội,PAN AMERICAN TRAVEL,25-99 nhân viên,9,18,,,,
1398747,Frontend Developer,,Hà Nội,Open Reach Tech Hanoi,1-9 nhân viên,15,32,2,Web-Front,JS,"VueJS,NuxtJS"
1398094,Fullstack Reactjs + Nodejs,"NodeJS, ReactJS, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,15,20,2,Web-Full,JS,"ReactJS,NodejS"
1398796,Fresher UI/UX Designer,"UX/UI Design, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,7,12,,,,
1398776,Senior UI/UX Designer,"UX/UI Design, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,10,22,,,,
1398789,Hành Chính Nhân Sự Tổng Hợp Công Ty Công Nghệ,"Tin học văn phòng, Hành Chính Nhân Sự, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,8,12,,,,
416590,Nhân Viên Kiểm Thử Phần Mềm - Tester,"Tester, ",Hà Nội,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,5000+ nhân viên,15,35,2,Tester,,
1397406,Trưởng Phòng Marketing,,Hồ Chí Minh,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,100-499 nhân viên,30,40,,,,
1353108,Java Developer,"Java, Spring, Microservice, ",Hà Nội,Công ty TNHH Thu phí tự động VETC,500-1000 nhân viên,20,35,3,Web-Back,Java,SpringBoot
1397109,Inside Sale,"IT Helpdesk, Teamwork, Xây dựng mối quan hệ, Microsoft Excel, Microsoft Word",Hà Nội,Công ty Cổ phần Phúc Thành Việt Nam,25-99 nhân viên,,,,Helpdesk,,
1398842,BlockChain Developer,,Hà Nội,CHI NHÁNH CÔNG TY CỔ PHẦN PGT SOLUTIONS TẠI HÀ NỘI,10-24 nhân viên,30,45,,BlockChain,,
1398855,Kỹ Sư Cầu Nối (BRSE),,Hà Nội,CHI NHÁNH CÔNG TY CỔ PHẦN PGT SOLUTIONS TẠI HÀ NỘI,10-24 nhân viên,40,50,,,,
580409,Nhân Viên SEO,"Agile, Google Analytics, Google Webmaster tool, Microsoft Office, Facebook Ads, SEO/SEM, Basic HTML",Hồ Chí Minh,Công ty TNHH Thương mại điện tử Công nghệ LP,10-24 nhân viên,6,8,,,,
1112625,IT Information Security,"cyber security, system audit, Network Security, Security, policies compliance, IT Auditor, Information/ Operational Risk, Security & Governance management",Hồ Chí Minh,SHINHAN FINANCE,5000+ nhân viên,,,,,,
770897,Noc Engineer,"MCSA, CCNA, ",Hồ Chí Minh,CÔNG TY CỔ PHẦN VIỄN THÔNG DCNET,25-99 nhân viên,7,10,,,,
1399017,PQA Intern,"PowerBI, Python, ",Hà Nội,CÔNG TY TNHH RABILOO,100-499 nhân viên,,,,QA,,
1331669,Chuyên Viên Truyền Thông Nội Bộ Kiêm Tuyển Dụng,,Hà Nội,Công ty TNHH Synergix Technologies Việt nam,25-99 nhân viên,9,12,,,,
1353508,Head Of IT Security And Governance Department,"Project Manager, Iso, cyber security, data governance, Security, IT Security, Information/ Operational Risk, Security & Governance management, systems security",Hồ Chí Minh,SHINHAN FINANCE,5000+ nhân viên,0,0,,,,
1399054,VueJS Developer,"VueJS, Tiếng Anh, ",Hà Nội,FPT Software,10000+ nhân viên,,,5,Web-Front,JS,VueJS
1399021,Fresher Account Manager,,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,100-499 nhân viên,,,,,,
885258,Lập Trình Viên .Net,".NET, ",Hà Nội,VC Corp,1000+ nhân viên,15,23,2,Web-Back,"C#,JS",.NET Framework
1356304,Nhân Viên IT,"It, Quản Trị Mạng, ",Hưng Yên,Công ty Cổ phần ABC Việt Nam,100-499 nhân viên,7,10,,,,
1214293,Lập Trình Viên C#.Net/.Net Core,"Elasticsearch, Redis, SQL, kafka, RabbitMQ",Hà Nội,Công ty Cổ phần VCCorp,100-499 nhân viên,16,25,2,Web-Back,"C#,JS",.NET Framework
1397774,Sale Online/ Sale E-Commerce,,Hồ Chí Minh,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,100-499 nhân viên,,,,,,
1399020,FullStack Nodejs-Reactjs Developer,"Javascript, MongoDB, NodeJS, Animation, ReactJS, Responsive, SCRUM, Ubuntu",Hồ Chí Minh,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG XHERO LINK,25-99 nhân viên,8,14,1,Web-Full,JS,"ReactJS,NodeJS"
1226555,"Fresher IOS (Swift, Objective C)",,Hà Nội,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),1000+ nhân viên,,,,Mobile,"Swift,Object-C",
1398836,Digital Marketing ( Product Management),"Digital Marketing, ",Hồ Chí Minh,CÔNG TY TNHH MAPLE LABS,100-499 nhân viên,,,,,,
1399148,Nhân Viên IT Helpdesk,"IT Helpdesk, It, Quản Trị Mạng, Server, Helpdesk",Hồ Chí Minh,Công ty TNHH May Oasis,500-1000 nhân viên,10,20,,Helpdesk,,
1398480,"Fullstack Developer (ReactJs,NodeJS)",,Hà Nội,Công Ty Cổ Phần Công Nghệ VMO Holdings,1000+ nhân viên,,,4,Web-Full,JS,"ExpressJS,NodeJS,NextJS,ReactJS"
1396786,Chuyên Viên Hệ Thống Odoo,,Hồ Chí Minh,CÔNG TY CỔ PHẦN BESTMIX,100-499 nhân viên,30,40,3,Web-Back,Python,Odoo
1399361,Motion Graphic Designer,"Adobe After Effects, Video creation, Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro",Hồ Chí Minh,CÔNG TY TNHH ATHENA STUDIO,100-499 nhân viên,,,,,,
545177,Game Designer,,Hồ Chí Minh,CÔNG TY TNHH PUZZLE STUDIO,25-99 nhân viên,,,,,,
1398793,Fresher Automation Tester (English Fluent),,Hà Nội,CÔNG TY CỔ PHẦN SMARTOSC,1000+ nhân viên,,,,Tester,,
1325263,Graphic Designer Không Yêu Cầu Tiếng Anh,,Hồ Chí Minh,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,500-1000 nhân viên,,,,,,
383920,Nhân Viên QA/QC ( Tester),,Hồ Chí Minh,Công Ty TNHH Công Nghệ Dịch Vụ Giao Dịch,25-99 nhân viên,15,,,QA,,
1398093,Fresher BrSE,"Tiếng Nhật, Code, ",Hà Nội,Công ty Cổ phần Giải pháp Công nghệ và Trí tuệ nhân tạo VietIS,100-499 nhân viên,,25,,,,
1398830,Intern Fulltime Business Analystic/Data Analysis,"Business Analyst, Data Analysis, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,2,4,,DE,,
1398988,Intern UI/UX Designer,,Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,,4,,,,
1177851,Android Developer,"Android, Git, MVC, SVN, SCRUM, MVP, Flutter, Kotlin",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,13,15,1,Mobile,"Java,Kotlin",
1265122,Lập Trình Viên - Web Developer,,Hà Nội,SAINTGIONG COMPANY LIMITED,10-24 nhân viên,,,,Web-Front,JS,
1399108,3D Modeler (Junior),"3D Artist, 3D Max, ",Hà Nội,ICETEA LABS,100-499 nhân viên,,15,,,,
1399526,Kỹ Sư Triển Khai Dự Án Hệ Thống (Postsale System),,Hà Nội,Công ty Cổ phần Hệ thống Công nghệ ETC,500-1000 nhân viên,25,40,,,,
1399581,Kỹ Sư Quản Trị Hệ Thống,,Hà Nội,Công ty Cổ phần Hệ thống Công nghệ ETC,500-1000 nhân viên,25,35,,,,
1399251,Lập Trình Viên .NET,,Hà Nội,Công ty Cổ phần Giải Pháp Thiên Hoàng,25-99 nhân viên,20,35,4,Web-Back,C#,ASP.NET
1160711,Software Tester ( QA/QC ),,Cần Thơ,CÔNG TY TNHH CÔNG NGHỆ STARTECH AI,25-99 nhân viên,,,2,QA,,
1145735,UI/UX Designer (Middle),,Cần Thơ,CÔNG TY TNHH CÔNG NGHỆ STARTECH AI,25-99 nhân viên,,,,,,
1145734,Software Engineer (Middle),,Cần Thơ,CÔNG TY TNHH CÔNG NGHỆ STARTECH AI,25-99 nhân viên,,,2,Software,"C#,JS",".NET Framework,EntityFramework"
1323657,Senior Frontend Engineer,,Hồ Chí Minh,Công ty TNHH C2C Tech Hub,25-99 nhân viên,,,5,Web-Front,JS,"ReactJS,AngularJS,VueJS"
1359461,Nhân Viên Ứng Dụng CNTT,,Hồ Chí Minh,CÔNG TY CỔ PHẦN TẬP ĐOÀN VAS NGHI SƠN,1000+ nhân viên,,,,,,
1070609,Data Analyst,"AWS, ",Hồ Chí Minh,CÔNG TY TNHH PUZZLE STUDIO,25-99 nhân viên,,,,DE,,
1189467,Unity Developer,"Unity, ",Hồ Chí Minh,CÔNG TY TNHH PUZZLE STUDIO,25-99 nhân viên,,,2,GD,C#,Unity
1399673,Thực Tập Sinh Tuyển Dụng - Recruitment Intern,,Hồ Chí Minh,Công ty TNHH Lửa Á Châu,25-99 nhân viên,2,4,,,,
1398774,AI Engineer,,Hà Nội,CÔNG TY TNHH Công nghệ và Thương mại LIFESUP,25-99 nhân viên,10,30,1,AIE,,
1399405,Nhân Viên Hành Chính (Back Office),"Word, Excel cơ bản, Hành Chính Nhân Sự, Hành Chính …, Content write",Hà Nội,Braly JSC,10-24 nhân viên,8,10,,,,
1399689,Business Analyst (BA) Tốt Nghiệp Chuyên Ngành CNTT,,Hà Nội,CÔNG TY CỔ PHẦN DỊCH VỤ PHẦN MỀM E-SOFT,10-24 nhân viên,12,15,1,BA,,
1304538,PHP Intern,"PHP, ",Hà Nội,Công ty Cổ phần NCCPLUS Việt Nam - Văn phòng đại diện tại thành phố Đà Nẵng,100-499 nhân viên,,4.8,,Web-Back,"JS,PHP",Laravel
1398993,Android Developer (Kotlin/ Java),,Hà Nội,Công ty TNHH Công Nghệ và Thương Mại Lifesup,100-499 nhân viên,10,20,1,Mobile,"Java,Kotlin",
1288159,Nhân Viên Thiết Kế Đồ Họa 2D (2D Game Artist ),"Photoshop, Adobe Photoshop, Adobe Premier, Adobe Dreamweaver",Hà Nội,Công ty cổ phần công nghệ tài chính viễn thông FTL,10-24 nhân viên,,,,,,
1398691,Nhân Viên Phân Tích Nghiệp Vụ,,Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CARO,25-99 nhân viên,,25,2,BA,,
550898,Process Quality Assurance - Pqa,,Hà Nội,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS, nhân viên,,,,QA,,
582056,Nhân Viên Kiểm Thử - Manual Tester,,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ ALTEK,25-99 nhân viên,,,2,Tester,,
1040670,Java Developer,,Hồ Chí Minh,CÔNG TY TNHH CÔNG NGHỆ ALTEK,25-99 nhân viên,,,2,Web-Back,Java,SpringBoot
1346699,Data Engineer,"SQL, Kĩ năng phân tích tổng hợp, Phân tích dữ liệu, Javascript, Tiếng Anh thành thạo",Hà Nội,Công ty Cổ phần viễn thông FPT,5000+ nhân viên,20,35,,DE,Python,
1265892,Odoo/Python Developer (Từ 2 Năm Kinh Nghiệm),"Odoo, Python, ",Hà Nội,Viettel Software,500-1000 nhân viên,,,2,Web-Back,Python,Odoo
1346245,"Data Analyst (Senior, Junior)","Kĩ năng phân tích tổng hợp, Tư duy hệ thống , Tư duy logic, Phân tích dữ liệu, Tiếng Anh giao tiếp",Hà Nội,Công ty Cổ phần viễn thông FPT,5000+ nhân viên,25,32,2,DE,,
1398868,Thực Tập Sinh Kiểm Thử Phần Mềm (Tester),,Hà Nội,IZISolution,25-99 nhân viên,,,,Tester,,
1398281,Nhân Viên Chỉnh Sửa Hình Ảnh,"Photoshop AI, ",Thừa Thiên Huế,CÔNG TY TNHH HAI THÀNH VIÊN DMI HUẾ,25-99 nhân viên,5,8,,,,
1336336,Video Editor - Xây Dựng Kênh Youtube,"Photoshop, Adobe Premier, Capcut, Làm việc độc lập",Bắc Giang,CÔNG TY TNHH CÔNG NGHỆ & ĐÀO TẠO KAI GROUP,1-9 nhân viên,7,15,,,,
1399887,Nhân Viên Quản Lý Vận Hành Hạ Tầng,"CCNA, Viễn Thông, quản lý hạ tầng, ",Hà Nội,Công ty Cổ phần viễn thông FPT,5000+ nhân viên,12,15,,,,
884058,Data Engineer,"Python, Scala, ",Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN GOLDEN GATE,500-1000 nhân viên,,,4,DE,,
1399813,Game Designer,,Hồ Chí Minh,CÔNG TY TNHH MAPLE LABS,100-499 nhân viên,,,,,,
1028890,IT Communicator (Japanese),"Tester, N2, ",Hồ Chí Minh,"Cube System Vietnam Co., Ltd",25-99 nhân viên,,25,,,,
683824,Backend Developer,,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ Elsaga,10-24 nhân viên,,,2,Web-Back,C#,.NET Framework
1399857,Nhân Viên Telesales (Đi Làm Ngay),,Hồ Chí Minh,CÔNG TY TNHH SBMEDIA,25-99 nhân viên,8,17,,,,
1399945,Nhân Viên Kinh Doanh,,Hồ Chí Minh,CÔNG TY TNHH SBMEDIA,25-99 nhân viên,7,25,,,,
1399415,Thực Tập Sinh Android,,Hà Nội,TNHH Pirago Việt Nam,25-99 nhân viên,,,,Mobile,"Java,Kotlin",
1398893,UI/UX Designer,"Designer, UX, Figma, UI/UX, Thiết Kế",Hồ Chí Minh,CÔNG TY TNHH KIMEI GLOBAL,25-99 nhân viên,,,,,,
722857,Trợ Lý Văn Phòng,"Microsoft Office, Kỹ năng giao tiếp, Tiếng Anh giao tiếp, Tester, Good at English",Hà Nội,Wsoftpro,25-99 nhân viên,6,6.5,,,,
1399963,Nhân Viên Kiểm Thử,,Hà Nội,Công ty cổ phần Hợp Nhất Quốc tế,500-1000 nhân viên,8,10,,Tester,,
1399342,Java Developer,,Hồ Chí Minh,Nichietsu,25-99 nhân viên,30,38,3,Web-Back,"Java,JS","SpringBoot,Hibernate"
1399814,Kỹ Sư Quản Trị Mạng - Bảo Mật,,Hà Nội,Công ty Cổ phần Hệ thống Công nghệ ETC,500-1000 nhân viên,25,35,,,,
1399549,Nhân Viên Kỹ Thuật Máy Văn Phòng Hãng Canon,,Hà Nội,CHI NHÁNH HÀ NỘI-CÔNG TY CỔ PHẦN ĐẦU TƯ LBM,100-499 nhân viên,7.5,8,,,,
1384110,Giảng Viên IT (Thiết Kế Vi Mạch Bán Dẫn)_FAI,,Hồ Chí Minh,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,500-1000 nhân viên,,,,,,
1383167,Freelancer Java Spring Boot - Tại Đà Nẵng - Lương Đến 30 Triệu/Tháng,"Java, MariaDB, Spring Boot, ",Đà Nẵng,Công ty TNHH DXPLUS,1-9 nhân viên,15,30,3,Web-Back,Java,SpringBoot
1346544,Chuyên Viên/ Chuyên Gia - Bộ Phận Tích Hợp Dữ Liệu - Khối CNTT [IT] - Thu Nhập Hấp Dẫn - Tại Hồ Chí Minh/ Hà Nội,,Hà Nội,NGÂN HÀNG TMCP BƯU ĐIỆN LIÊN VIỆT - LPBANK,10000+ nhân viên,,,,,,
1381730,Nhân Viên Thiết Kế,"AI, Thiết kế đồ họa, Thiết Kế, Adobe, Thiết Kế Video",Hà Nội,Công ty Cổ phần Công nghệ iRender Việt Nam,25-99 nhân viên,,,,,,
1346522,Chuyên Viên/ Chuyên Gia Phòng Giải Pháp Và Phân Tích Nghiệp Vụ - Thu Nhập Hấp Dẫn - Tại Hà Nội/ Hồ Chí Minh,,Hà Nội,NGÂN HÀNG TMCP BƯU ĐIỆN LIÊN VIỆT - LPBANK,10000+ nhân viên,,,,,,
1398976,Lập Trình Viên Unity,,Hà Nội,Công ty cổ phần công nghệ 9code,25-99 nhân viên,15,25,1,GD,C#,Unity
1399435,Penetration Testing,,Hồ Chí Minh,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,500-1000 nhân viên,,,1,Tester,,
1399623,Nhân Viên Quản Trị Hệ Thống (System Admin),,Hà Nội,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),1000+ nhân viên,,,1,System,,
1361653,Kỹ Sư Chuyên Ngành Giao Thông (>3 Năm Exp),,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ CAO HÀI HÒA,25-99 nhân viên,,,,,,
1399928,Junior/Middle Automation Tester,,Hồ Chí Minh,Splus Software,100-499 nhân viên,,,2,Tester,,
1399279,Nhân Viên Tester,,Hà Nội,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,25-99 nhân viên,8,15,,Tester,,
364209,IOS Developer,"iOS, Swift, ",Hà Nội,Công ty TNHH NEWEZ Việt Nam,25-99 nhân viên,15,25,2,Mobile,Swift,
1395308,Nhân Viên Vận Hành Livestream TikTok,"Emo, Capcut, Lập Kế Hoạch Marketing, Content Creator Tiktok, Bán Sản Phẩm, chatgpt",Hồ Chí Minh,CÔNG TY TNHH MTV THƯƠNG MẠI VÀ DỊCH VỤ BÁCH XUYÊN,10-24 nhân viên,10,20,,,,
1399946,PHP Developer - Từ 2 Năm Kinh Nghiệm,"PHP, ",Hà Nội,Beetechsoft,25-99 nhân viên,17,35,2,Web-Back,PHP,"Laravel,Wordpress,CakePHP,Drupal"
1399935,Java Developer - Từ 2 Năm Kinh Nghiệm,"Java, ",Hà Nội,Beetechsoft,25-99 nhân viên,10,40,2,Web-Back,"Java,JS",SpringBoot
1399987,Graphics Designer (3D Booth),"Graphic design, 3D Graphics, ",Hồ Chí Minh,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,100-499 nhân viên,8,12,,,,
1400031,Designer (3D Booth),,Hồ Chí Minh,Công Ty TNHH Mediastep Software Việt Nam,500-1000 nhân viên,8,12,,,,
1400089,Nhân Viên Triển Khai Phần Mềm,"Tin học văn phòng, Triển Khai Phần Mềm, Kinh Tế, ",Hồ Chí Minh,CÔNG TY CỔ PHẦN ASOFT,100-499 nhân viên,8,17,,,,
1216280,Nhân Viên Kinh Doanh,,Bình Dương,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HCTECH,25-99 nhân viên,10,15,,,,
1321660,Chuyên Viên Lập Trình (DevOps Engineer),,Hà Nội,Công ty Cổ phần Tin học - Viễn thông Hàng không,500-1000 nhân viên,,25,1,DevOps,,
1198878,IOS Developer,,Hà Nội,Công ty Cổ phần Atomi Digital,100-499 nhân viên,15,25,2,Mobile,"Swift,Object-C",
1325126,Digital Marketing Cum Web Developer,,Hồ Chí Minh,CÔNG TY TNHH TMDV ETERNAL ASIA VIỆT NAM,25-99 nhân viên,15,25,,,,
1399091,Intern UA Marketing Mobile App,"Marketing, ",Hà Nội,Công ty cổ phần ITS GLOBAL,100-499 nhân viên,,4,,,,
807945,Middle Manual Tester,,Hà Nội,Công ty cổ phần Sphinx,100-499 nhân viên,,,3,Tester,,
929525,Middle Java Developer,,Hà Nội,Công ty cổ phần Sphinx,100-499 nhân viên,,,4,Web-Back,Java,"SpringBoot,Hibernate,JPA"
1397417,Nhân Viên Kinh Doanh,"Marketing, Tin học văn phòng, Thuyết Phục Khách Hàng, Kinh Doanh",Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ KATECH - VIỆT NAM,10-24 nhân viên,8,15,,,,
1400080,Chuyên Viên Phân Tích Nghiệp Vụ MES,"MES, ",Hà Nội,Công ty Cổ Phần Công Nghệ ITG,100-499 nhân viên,15,25,2,BA,,
1400077,Chuyên Viên Phân Tích Nghiệp Vụ,"ERP, ",Hà Nội,Công ty Cổ Phần Công Nghệ ITG,100-499 nhân viên,15,25,2,BA,,
1400287,IT Manager,"IT phần cứng, system, kỹ sư mạng máy tính, ",Hồ Chí Minh,CÔNG TY TNHH CON ĐƯỜNG GIÁO DỤC  (EDUPATH),100-499 nhân viên,,,1,Manager,,
332489,Nhân Viên Tester,,Hà Nội,Công ty cổ phần Công nghệ Windsoft Việt Nam,25-99 nhân viên,,,,Tester,,
