job_id,job_title,job_tags,company_address,company_name,company_size,min_salary,max_salary,descriptions,benefits,requests
1400446,Web Developer,,Hồ Chí Minh,CÔNG TY TNHH THƯ VIỆN PHÁP LUẬT,100-499 nhân viên,,,"
1 - Tham gia phát triển các Website của công ty, xuyên suốt quá trình phân tích, thiết kế chức năng, lập trình, ...;
2 - Làm các dự án mới về website Nội Dung Số, phục vụ tra cứu thông tin của lượng lớn người truy cập
3 - Cùng Phòng Phần mềm và các Phòng Ban khác phát triển các dự án trên nền công nghệ cao;
4 - Tham gia các hoạt động đào tạo và chia sẻ kiến thức
5 - Báo cáo công việc định kỳ cho quản lý;




","
1 - Được đào tạo trong công việc, và được tham gia các khóa đào tạo chuyên sâu bên ngoài;
2 - Tự do sáng tạo và khám phá công nghệ mới;
3 - Môi trường trẻ trung, năng động, chuyên nghiệp, nhiệt tình, thoải mái, sáng tạo và tự giác;
4 - Chế độ nghỉ phép và bảo hiểm đầy đủ (BHXH, BHYT) theo quy định pháp luật;
5 - Được hưởng chương trình du lịch nghỉ dưỡng và teambuilding hàng năm;
6 - Lương: Thoả thuận theo năng lực và mức độ tiềm năng của bạn;
7 - Thưởng theo năng lực, đóng góp và quy định chung của Công ty
","
1 - Tốt nghiệp chuyên ngành công nghệ thông tin, công nghệ phần mềm;
2 - Ngôn ngữ lập trình: .NET, SQL Server; Nếu bạn có kỹ năng về các ngôn ngữ AngularJs, ReactJs, DevExpress, DevExtreme là một lợi thế.
3 - Đã từng tham gia dự án website thực tế trên nền tảng .NET, ưu tiên các website có lượng người sử dụng nhiều;
4 - Đã từng tham gia các dự án website về bất động sản là ưu thế.
5 – Có am hiểu, hoặc muốn nghiên cứu lập trình App Mobile là ưu thế.
6 - Có kỹ năng Xử lý giao diện tốt về HTML, CSS, Javascript, jQuery, Ajax, Responsive...;
7 - Có khả năng tự nghiên cứu tốt, nắm bắt nhanh các công nghệ mới; Hiểu biết về các Search Engine hoặc các vấn đề kỹ thuật về SEO là một lợi thế.
8 - Ít nhất 1 năm kinh nghiệm làm việc trong việc phát triển các ứng dụng web sử dụng .NET Core, .NET, ASP.NET, ASP.NET MVC, Entity Framework hoặc C#
"
